State,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
AS,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.404,,7/1/2014,6/30/2015
CA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.208,,7/1/2014,6/30/2015
CO,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.064,,7/1/2014,6/30/2015
CT,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.397,,7/1/2014,6/30/2015
DC,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.064,,7/1/2014,6/30/2015
DE,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.941,,7/1/2014,6/30/2015
FL,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.932,,7/1/2014,6/30/2015
GA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.053,,7/1/2014,6/30/2015
GU,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.42,,7/1/2014,6/30/2015
IA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.366,,7/1/2014,6/30/2015
ID,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.571,,7/1/2014,6/30/2015
IL,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.988,,7/1/2014,6/30/2015
IN,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.156,,7/1/2014,6/30/2015
KS,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.677,,7/1/2014,6/30/2015
KY,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.275,,7/1/2014,6/30/2015
LA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.057,,7/1/2014,6/30/2015
MA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.303,,7/1/2014,6/30/2015
MD,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.342,,7/1/2014,6/30/2015
ME,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.424,,7/1/2014,6/30/2015
MI,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.211,,7/1/2014,6/30/2015
MN,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.308,,7/1/2014,6/30/2015
MO,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.039,,7/1/2014,6/30/2015
MP,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.77,,7/1/2014,6/30/2015
MT,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.077,,7/1/2014,6/30/2015
NC,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.934,,7/1/2014,6/30/2015
ND,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.539,,7/1/2014,6/30/2015
NE,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.62,,7/1/2014,6/30/2015
NH,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.146,,7/1/2014,6/30/2015
NJ,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.966,,7/1/2014,6/30/2015
NM,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.991,,7/1/2014,6/30/2015
NV,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.42,,7/1/2014,6/30/2015
NY,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.466,,7/1/2014,6/30/2015
OH,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.967,,7/1/2014,6/30/2015
OK,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.121,,7/1/2014,6/30/2015
OR,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.915,,7/1/2014,6/30/2015
PA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.116,,7/1/2014,6/30/2015
PR,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.383,,7/1/2014,6/30/2015
SC,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.246,,7/1/2014,6/30/2015
SD,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.941,,7/1/2014,6/30/2015
TN,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.935,,7/1/2014,6/30/2015
TX,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,0.979,,7/1/2014,6/30/2015
UT,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.565,,7/1/2014,6/30/2015
VA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.153,,7/1/2014,6/30/2015
VI,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,3.925,,7/1/2014,6/30/2015
VT,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,3.267,,7/1/2014,6/30/2015
WA,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.3,,7/1/2014,6/30/2015
WI,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.043,,7/1/2014,6/30/2015
WV,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.58,,7/1/2014,6/30/2015
WY,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,1.675,,7/1/2014,6/30/2015
AK,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.041,,7/1/2014,6/30/2015
AL,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.716,,7/1/2014,6/30/2015
AR,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.648,,7/1/2014,6/30/2015
AS,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.09,,7/1/2014,6/30/2015
CA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.064,,7/1/2014,6/30/2015
CO,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.752,,7/1/2014,6/30/2015
CT,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.996,,7/1/2014,6/30/2015
DC,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.44,,7/1/2014,6/30/2015
DE,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.148,,7/1/2014,6/30/2015
FL,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.792,,7/1/2014,6/30/2015
GA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.832,,7/1/2014,6/30/2015
GU,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.665,,7/1/2014,6/30/2015
IA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.933,,7/1/2014,6/30/2015
ID,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.901,,7/1/2014,6/30/2015
IL,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.79,,7/1/2014,6/30/2015
IN,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.883,,7/1/2014,6/30/2015
KS,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.181,,7/1/2014,6/30/2015
KY,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.954,,7/1/2014,6/30/2015
LA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.757,,7/1/2014,6/30/2015
MA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.009,,7/1/2014,6/30/2015
MD,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.003,,7/1/2014,6/30/2015
ME,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.808,,7/1/2014,6/30/2015
MI,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.986,,7/1/2014,6/30/2015
MN,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.977,,7/1/2014,6/30/2015
MO,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.792,,7/1/2014,6/30/2015
MP,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.462,,7/1/2014,6/30/2015
MT,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.446,,7/1/2014,6/30/2015
NC,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.732,,7/1/2014,6/30/2015
ND,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.7,,7/1/2014,6/30/2015
NE,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.013,,7/1/2014,6/30/2015
NH,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.584,,7/1/2014,6/30/2015
NJ,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.739,,7/1/2014,6/30/2015
NM,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.183,,7/1/2014,6/30/2015
NV,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.941,,7/1/2014,6/30/2015
NY,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.265,,7/1/2014,6/30/2015
OH,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.795,,7/1/2014,6/30/2015
OK,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.782,,7/1/2014,6/30/2015
OR,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.602,,7/1/2014,6/30/2015
PA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.934,,7/1/2014,6/30/2015
PR,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.682,,7/1/2014,6/30/2015
SC,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.916,,7/1/2014,6/30/2015
SD,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.042,,7/1/2014,6/30/2015
TN,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.708,,7/1/2014,6/30/2015
TX,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.835,,7/1/2014,6/30/2015
UT,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.995,,7/1/2014,6/30/2015
VA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.891,,7/1/2014,6/30/2015
VI,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.367,,7/1/2014,6/30/2015
VT,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.664,,7/1/2014,6/30/2015
WA,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.972,,7/1/2014,6/30/2015
WI,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.765,,7/1/2014,6/30/2015
WV,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,1.035,,7/1/2014,6/30/2015
WY,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,0.445,,7/1/2014,6/30/2015
AK,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.802,,7/1/2014,6/30/2015
AL,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.624,,7/1/2014,6/30/2015
AR,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.684,,7/1/2014,6/30/2015
AS,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.779,,7/1/2014,6/30/2015
CA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.004,,7/1/2014,6/30/2015
CO,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.951,,7/1/2014,6/30/2015
CT,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.001,,7/1/2014,6/30/2015
DC,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.331,,7/1/2014,6/30/2015
DE,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.015,,7/1/2014,6/30/2015
FL,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.71,,7/1/2014,6/30/2015
GA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.97,,7/1/2014,6/30/2015
GU,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.07,,7/1/2014,6/30/2015
IA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.924,,7/1/2014,6/30/2015
ID,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.108,,7/1/2014,6/30/2015
IL,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.904,,7/1/2014,6/30/2015
IN,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.876,,7/1/2014,6/30/2015
KS,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.939,,7/1/2014,6/30/2015
KY,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.963,,7/1/2014,6/30/2015
LA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.056,,7/1/2014,6/30/2015
MA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.056,,7/1/2014,6/30/2015
MD,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.085,,7/1/2014,6/30/2015
ME,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.616,,7/1/2014,6/30/2015
MI,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.983,,7/1/2014,6/30/2015
MN,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.179,,7/1/2014,6/30/2015
MO,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.643,,7/1/2014,6/30/2015
MP,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.853,,7/1/2014,6/30/2015
MT,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.394,,7/1/2014,6/30/2015
NC,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.639,,7/1/2014,6/30/2015
ND,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.598,,7/1/2014,6/30/2015
NE,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.762,,7/1/2014,6/30/2015
NH,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.895,,7/1/2014,6/30/2015
NJ,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.127,,7/1/2014,6/30/2015
NM,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.263,,7/1/2014,6/30/2015
NV,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.767,,7/1/2014,6/30/2015
NY,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.083,,7/1/2014,6/30/2015
OH,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.724,,7/1/2014,6/30/2015
OK,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.314,,7/1/2014,6/30/2015
OR,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.769,,7/1/2014,6/30/2015
PA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.916,,7/1/2014,6/30/2015
PR,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.92,,7/1/2014,6/30/2015
SC,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.773,,7/1/2014,6/30/2015
SD,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.927,,7/1/2014,6/30/2015
TN,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.743,,7/1/2014,6/30/2015
TX,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.732,,7/1/2014,6/30/2015
UT,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.113,,7/1/2014,6/30/2015
VA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.066,,7/1/2014,6/30/2015
VI,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
VT,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.728,,7/1/2014,6/30/2015
WA,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.716,,7/1/2014,6/30/2015
WI,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.928,,7/1/2014,6/30/2015
WV,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,1.405,,7/1/2014,6/30/2015
WY,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,0.543,,7/1/2014,6/30/2015
AK,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.934,,7/1/2014,6/30/2015
AL,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.825,,7/1/2014,6/30/2015
AR,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.989,,7/1/2014,6/30/2015
AS,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.021,,7/1/2014,6/30/2015
CA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.137,,7/1/2014,6/30/2015
CO,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.302,,7/1/2014,6/30/2015
CT,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.383,,7/1/2014,6/30/2015
DC,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.442,,7/1/2014,6/30/2015
DE,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.764,,7/1/2014,6/30/2015
FL,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.843,,7/1/2014,6/30/2015
GA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.16,,7/1/2014,6/30/2015
GU,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.371,,7/1/2014,6/30/2015
IA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.364,,7/1/2014,6/30/2015
ID,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.105,,7/1/2014,6/30/2015
IL,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.1,,7/1/2014,6/30/2015
IN,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.134,,7/1/2014,6/30/2015
KS,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.339,,7/1/2014,6/30/2015
KY,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.231,,7/1/2014,6/30/2015
LA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.368,,7/1/2014,6/30/2015
MA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.4,,7/1/2014,6/30/2015
MD,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.402,,7/1/2014,6/30/2015
ME,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.487,,7/1/2014,6/30/2015
MI,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.202,,7/1/2014,6/30/2015
MN,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.584,,7/1/2014,6/30/2015
MO,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.856,,7/1/2014,6/30/2015
MP,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
MS,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.174,,7/1/2014,6/30/2015
MT,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.423,,7/1/2014,6/30/2015
NC,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.808,,7/1/2014,6/30/2015
ND,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.442,,7/1/2014,6/30/2015
NE,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.248,,7/1/2014,6/30/2015
NH,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.7,,7/1/2014,6/30/2015
NJ,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.409,,7/1/2014,6/30/2015
NM,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.936,,7/1/2014,6/30/2015
NV,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.237,,7/1/2014,6/30/2015
NY,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.255,,7/1/2014,6/30/2015
OH,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.874,,7/1/2014,6/30/2015
OK,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.514,,7/1/2014,6/30/2015
OR,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.127,,7/1/2014,6/30/2015
PA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.093,,7/1/2014,6/30/2015
PR,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
RI,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.688,,7/1/2014,6/30/2015
SC,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.032,,7/1/2014,6/30/2015
SD,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.701,,7/1/2014,6/30/2015
TN,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.945,,7/1/2014,6/30/2015
TX,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.844,,7/1/2014,6/30/2015
UT,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.561,,7/1/2014,6/30/2015
VA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.312,,7/1/2014,6/30/2015
VI,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
VT,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,3.594,,7/1/2014,6/30/2015
WA,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,0.999,,7/1/2014,6/30/2015
WI,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,1.224,,7/1/2014,6/30/2015
WV,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.003,,7/1/2014,6/30/2015
WY,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,2.676,,7/1/2014,6/30/2015
AK,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.255,,7/1/2014,6/30/2015
AL,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.462,,7/1/2014,6/30/2015
AR,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.457,,7/1/2014,6/30/2015
AS,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
AZ,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.582,,7/1/2014,6/30/2015
CA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.883,,7/1/2014,6/30/2015
CO,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.676,,7/1/2014,6/30/2015
CT,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.704,,7/1/2014,6/30/2015
DC,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.649,,7/1/2014,6/30/2015
DE,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.534,,7/1/2014,6/30/2015
FL,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.594,,7/1/2014,6/30/2015
GA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.805,,7/1/2014,6/30/2015
GU,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,13 - Results cannot be calculated for this reporting period.,7/1/2014,6/30/2015
HI,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.392,,7/1/2014,6/30/2015
IA,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,0.6,,7/1/2014,6/30/2015
